date~source~currency~value
2022-11-04~mbank~PLN~-68.99
2022-11-05~mbank~EUR~2000.0
2022-11-05~mbank~USD~-5007.0
2022-11-06~mbank~EUR~-2000.0
2022-11-07~mbank~EUR~1000.0
2022-11-07~mbank~PLN~36433.51
2022-11-08~mbank~EUR~1000.0
2022-11-08~mbank~PLN~-7033.599999999999
2022-11-08~mbank~USD~500.0
2022-11-09~mbank~EUR~0.0
2022-11-09~mbank~PLN~-4715.7
2022-11-10~mbank~EUR~-1000.0
2022-11-10~mbank~PLN~-9328.4
2022-11-10~mbank~USD~1000.0
2022-11-11~mbank~PLN~-6865.45
2022-11-11~mbank~USD~1500.0
2022-11-15~mbank~PLN~-2260.15
2022-11-15~mbank~USD~500.0
2022-11-24~mbank~EUR~-3000.0
2022-11-24~mbank~PLN~-214.0
2022-11-28~mbank~PLN~3398.0
2022-12-01~mbank~PLN~-4712.58
2022-12-01~mbank~USD~500.0
2022-12-05~mbank~EUR~-1000.0
2022-12-05~mbank~USD~-3155.1
2022-12-06~mbank~PLN~-68.99
2022-12-06~mbank~USD~-2007.0
2022-12-08~mbank~PLN~-47.99
2022-12-15~mbank~PLN~-2202.9
2022-12-15~mbank~USD~500.0
2022-12-19~mbank~PLN~-624.79
2022-12-30~mbank~PLN~3398.0
2023-01-01~mbank~PLN~-4215.87
2023-01-03~mbank~CHF~-22042.83
2023-01-05~mbank~PLN~-148.96
2023-01-06~mbank~PLN~-100.0
2023-01-16~mbank~PLN~7827.3
2023-01-16~mbank~USD~500.0
2023-01-19~santander_corporate_credit~PLN~-7943.0
2023-01-19~santander_corporate_debit~PLN~-1591.7
2023-01-22~mbank~EUR~0.0
2023-01-22~mbank~PLN~-8677.59
2023-01-22~mbank~USD~-2182.8
2023-01-22~santander_corporate_debit~PLN~-20307.5
2023-01-23~mbank~PLN~15658.3
2023-01-23~mbank~USD~1000.0
2023-01-27~santander_corporate_debit~PLN~-482.46
2023-01-30~santander_corporate_credit~PLN~10243.48
2023-01-30~santander_corporate_debit~PLN~44536.869999999995
2023-01-31~mbank~PLN~3398.0
2023-01-31~santander_corporate_debit~PLN~-2.0
2023-02-01~mbank~PLN~-6914.61
2023-02-01~mbank~USD~500.0
2023-02-01~santander_corporate_debit~PLN~-279.0
2023-02-04~mbank~PLN~-47.99
2023-02-05~santander_corporate_debit~PLN~-0.8
2023-02-06~mbank~EUR~1000.0
2023-02-06~mbank~PLN~-70.0
2023-02-06~mbank~USD~-3228.0
2023-02-06~santander_corporate_credit~PLN~-2546.96
2023-02-06~santander_corporate_debit~PLN~-22453.04
2023-02-08~mbank~PLN~-8322.0
2023-02-12~santander_corporate_debit~PLN~-314.65
2023-02-16~santander_corporate_credit~PLN~-7696.52
2023-02-16~santander_corporate_debit~PLN~-2299.4799999999996
2023-02-21~santander_corporate_credit~PLN~10403.8
2023-02-21~santander_corporate_debit~PLN~45233.92
2023-02-23~santander_corporate_debit~PLN~-307.5
2023-02-24~santander_corporate_debit~PLN~-338.38
2023-02-27~santander_corporate_debit~PLN~-114.31
2023-02-28~santander_corporate_debit~PLN~-0.5
2023-03-01~mbank~PLN~668.8700000000001
2023-03-01~santander_corporate_debit~PLN~-5000.0
2023-03-02~santander_corporate_debit~PLN~-1000.0
2023-03-03~mbank~EUR~0.0
2023-03-03~mbank~USD~-2130.8
2023-03-03~santander_corporate_debit~PLN~-1315.6
2023-03-04~mbank~PLN~-47.99
2023-03-04~santander_corporate_debit~PLN~-1000.0
2023-03-06~mbank~PLN~-70.0
2023-03-06~santander_corporate_credit~PLN~-2546.96
2023-03-06~santander_corporate_debit~PLN~2546.96
2023-03-07~santander_corporate_debit~PLN~-15000.0
2023-03-10~mbank~EUR~0.0
2023-03-10~mbank~USD~-4272.0
2023-03-12~santander_corporate_debit~PLN~-315.6
2023-03-13~santander_corporate_debit~PLN~-307.27
2023-03-17~santander_corporate_credit~PLN~-7856.84
2023-03-17~santander_corporate_debit~PLN~-1120.1599999999999
2023-03-23~mbank~PLN~-2589.66
2023-03-23~mbank~USD~600.0
2023-03-23~santander_corporate_debit~PLN~-200.0
2023-03-26~mbank~PLN~-60.0
2023-03-26~santander_corporate_debit~PLN~-307.5
2023-03-27~mbank~PLN~-70.0
2023-03-27~santander_corporate_credit~PLN~10015.98
2023-03-27~santander_corporate_debit~PLN~43433.420000000006
2023-03-28~santander_corporate_debit~PLN~-2000.0
2023-03-29~santander_corporate_debit~PLN~-2000.0
2023-03-30~mbank~PLN~3698.0
2023-03-31~santander_corporate_debit~PLN~-25287.8
2023-04-01~mbank~PLN~-2698.44
2023-04-03~mbank~EUR~1330.16
2023-04-03~mbank~NOK~-15000.0
2023-04-03~santander_corporate_credit~PLN~-2546.96
2023-04-03~santander_corporate_debit~PLN~2546.96
2023-04-04~mbank~EUR~741.04
2023-04-05~mbank~PLN~9930.0
2023-04-05~santander_corporate_debit~PLN~-0.2
2023-04-06~mbank~PLN~-47.99
2023-04-12~mbank~CHF~-112.28
2023-04-12~mbank~PLN~-12293.49
2023-04-12~santander_corporate_debit~PLN~-307.27
2023-04-13~santander_corporate_debit~PLN~-5000.0
2023-04-14~mbank~PLN~782.5
2023-04-14~mbank~USD~1000.0
2023-04-19~santander_corporate_credit~PLN~-2.0
2023-04-19~santander_corporate_debit~PLN~2.0
2023-04-20~santander_corporate_credit~PLN~-7467.02
2023-04-20~santander_corporate_debit~PLN~-2387.9799999999996
2023-04-24~santander_corporate_credit~PLN~10165.66
2023-04-24~santander_corporate_debit~PLN~44198.509999999995
2023-04-26~santander_corporate_debit~PLN~-5307.5
2023-04-27~mbank~CHF~-505.45
2023-04-27~santander_corporate_debit~PLN~-114.31
2023-04-28~mbank~PLN~3698.0
2023-04-29~mbank~EUR~-398.09
2023-04-30~mbank~EUR~-75.86
2023-05-01~mbank~EUR~-109.80000000000001
2023-05-02~mbank~CHF~-1505.42
2023-05-03~mbank~CHF~-643.25
2023-05-03~mbank~EUR~-206.05
2023-05-03~mbank~PLN~3000.0
2023-05-04~mbank~EUR~-212.96
2023-05-04~mbank~PLN~-6169.0
2023-05-05~mbank~PLN~-70.0
2023-05-06~mbank~EUR~-186.43
2023-05-06~mbank~PLN~-1609.99
2023-05-07~mbank~EUR~-257.21999999999997
2023-05-08~mbank~CHF~-1076.5
2023-05-08~mbank~PLN~3084.7799999999997
2023-05-08~santander_corporate_credit~PLN~-2546.96
2023-05-08~santander_corporate_debit~PLN~-2453.04
2023-05-10~mbank~CHF~7.78
2023-05-10~santander_corporate_debit~PLN~-307.27
2023-05-11~santander_corporate_credit~PLN~-7618.7
2023-05-11~santander_corporate_debit~PLN~-27138.3
2023-05-12~santander_corporate_debit~PLN~-2692.0
2023-05-15~santander_corporate_credit~PLN~10287.28
2023-05-15~santander_corporate_debit~PLN~39154.3
2023-05-17~santander_corporate_debit~PLN~-312.65
2023-05-25~santander_corporate_debit~PLN~-307.5
2023-05-28~mbank~EUR~-7.33
2023-05-29~mbank~EUR~660.87
2023-05-29~mbank~PLN~-3033.0
2023-05-29~santander_corporate_debit~PLN~-114.31
2023-05-30~mbank~PLN~3698.0
2023-05-31~santander_corporate_debit~PLN~-1.0
2023-06-02~mbank~EUR~-6.82
2023-06-02~santander_corporate_credit~PLN~-10287.28
2023-06-02~santander_corporate_debit~PLN~-1820.6799999999985
2023-06-05~mbank~PLN~10000.0
2023-06-06~mbank~PLN~-28.0
2023-06-11~mbank~PLN~-1679.99
2023-06-12~mbank~CHF~218.06
2023-06-12~mbank~EUR~224.55
2023-06-12~mbank~PLN~-6493.379999999999
2023-06-12~mbank~USD~1000.0
2023-06-12~santander_corporate_debit~PLN~-314.04
2023-06-13~santander_corporate_credit~PLN~10109.17
2023-06-13~santander_corporate_debit~PLN~43952.93
2023-06-14~mbank~PLN~-2063.15
2023-06-14~mbank~USD~500.0
2023-06-14~santander_corporate_debit~PLN~-5000.0
2023-06-22~mbank~CHF~200.0
2023-06-22~mbank~EUR~1000.0
2023-06-22~mbank~PLN~-1565.7999999999993
2023-06-22~mbank~USD~4000.0
2023-06-22~santander_corporate_debit~PLN~-60000.0
2023-06-25~santander_corporate_debit~PLN~-307.5
2023-06-27~santander_corporate_debit~PLN~-114.31
2023-06-28~mbank~EUR~-1000.0
2023-06-28~mbank~PLN~11380.100000000002
2023-06-28~santander_corporate_debit~PLN~-553.5
2023-06-30~mbank~CHF~500.0
2023-06-30~mbank~PLN~-5132.6
2023-06-30~mbank~USD~1000.0
2023-07-01~mbank~EUR~-465.45
2023-07-01~santander_private_debit~PLN~-13.0
2023-07-02~mbank~EUR~-96.44999999999999
2023-07-02~santander_private_debit~PLN~-239.06
2023-07-03~mbank~EUR~-371.3
2023-07-03~mbank~PLN~-2225.88
2023-07-04~mbank~EUR~-105.31
2023-07-04~mbank~PLN~-70.0
2023-07-04~santander_private_debit~PLN~-1079.0
2023-07-05~mbank~EUR~-86.1
2023-07-05~santander_corporate_credit~PLN~-2546.96
2023-07-05~santander_corporate_debit~PLN~-1797.3199999999997
2023-07-05~santander_private_debit~PLN~3405.3500000000004
2023-07-06~mbank~EUR~-186.22
2023-07-06~santander_private_debit~PLN~-200.0
2023-07-07~mbank~EUR~-117.70000000000002
2023-07-07~mbank~PLN~-47.99
2023-07-08~mbank~EUR~-265.93
2023-07-09~santander_private_debit~PLN~-652.97
2023-07-10~santander_private_debit~PLN~-400.95
2023-07-11~santander_corporate_debit~PLN~-5000.0
2023-07-11~santander_private_debit~PLN~-1.5
2023-07-12~mbank~PLN~-2002.25
2023-07-12~mbank~USD~500.0
2023-07-12~santander_private_debit~PLN~-1058.58
2023-07-13~santander_private_debit~PLN~-762.39
2023-07-14~santander_private_credit~PLN~-7.5
2023-07-14~santander_private_debit~PLN~-125.0
2023-07-17~ing~PLN~-1201.1499999999999
2023-07-17~mbank~PLN~-100.0
2023-07-17~santander_private_debit~PLN~-148.12
2023-07-18~ing~PLN~-2485.67
2023-07-18~santander_private_debit~PLN~-124.53
2023-07-19~ing~PLN~-7.96
2023-07-19~santander_corporate_credit~PLN~-6475.0
2023-07-19~santander_corporate_debit~PLN~6475.0
2023-07-19~santander_private_debit~PLN~-802.72
2023-07-20~ing~PLN~-649.9300000000001
2023-07-20~santander_private_debit~PLN~-337.64
2023-07-21~ing~PLN~-376.37
2023-07-21~santander_corporate_debit~PLN~-287.3
2023-07-21~santander_private_debit~PLN~-252.64000000000001
2023-07-22~ing~PLN~-389.0
2023-07-23~ing~PLN~-2605.0
2023-07-23~mbank~PLN~-2000.0
2023-07-23~santander_private_debit~PLN~-432.17
2023-07-24~ing~PLN~1894.0
2023-07-24~santander_corporate_credit~PLN~10360.75
2023-07-24~santander_corporate_debit~PLN~45046.74
2023-07-25~ing~PLN~-1471.95
2023-07-25~santander_corporate_debit~PLN~-5000.0
2023-07-25~santander_private_debit~PLN~4907.43
2023-07-26~ing~PLN~-1009.24
2023-07-26~santander_private_debit~PLN~-3353.13
2023-07-27~ing~PLN~9924.859999999999
2023-07-27~santander_corporate_debit~PLN~-25114.31
2023-07-27~santander_private_debit~PLN~24415.65
2023-07-28~ing~PLN~-161.65
2023-07-28~santander_private_debit~PLN~-1606.21
2023-07-29~ing~PLN~-173.74
2023-07-29~santander_private_debit~PLN~-1453.3799999999999
2023-07-30~ing~PLN~-229.6
2023-07-31~ing~PLN~-407.79
2023-07-31~santander_corporate_debit~PLN~-0.5
2023-07-31~santander_private_debit~PLN~-471.98
2023-08-01~ing~PLN~-97.1
2023-08-02~ing~PLN~-694.08
2023-08-02~santander_private_debit~PLN~-42.05
2023-08-03~ing~PLN~-1195.01
2023-08-04~ing~PLN~-116.35
2023-08-04~mbank~CHF~-500.0
2023-08-04~mbank~PLN~107.13000000000022
2023-08-04~santander_private_debit~PLN~-168.08
2023-08-05~ing~PLN~-183.71
2023-08-06~ing~PLN~-415.77
2023-08-06~santander_private_debit~PLN~-1302.44
2023-08-07~ing~PLN~-116.84
2023-08-07~mbank~PLN~10000.0
2023-08-07~santander_private_debit~PLN~-10000.0
2023-08-08~ing~PLN~-304.03000000000003
2023-08-08~santander_corporate_credit~PLN~-2546.96
2023-08-08~santander_corporate_debit~PLN~-1797.12
2023-08-08~santander_private_debit~PLN~-344.82
2023-08-09~ing~PLN~-265.15
2023-08-09~santander_private_debit~PLN~-341.52
2023-08-10~ing~PLN~886.65
2023-08-10~santander_private_debit~PLN~-150.58
2023-08-11~ing~PLN~-284.85
2023-08-11~mbank~PLN~3698.0
2023-08-11~santander_private_debit~PLN~-223.39
2023-08-12~ing~PLN~-1005.98
2023-08-13~ing~PLN~-392.87
2023-08-13~santander_private_debit~PLN~-159.57999999999998
2023-08-14~ing~PLN~-581.21
2023-08-14~mbank~PLN~-70.0
2023-08-14~santander_corporate_debit~PLN~-315.27
2023-08-14~santander_private_credit~PLN~-7.5
2023-08-14~santander_private_debit~PLN~-2303.42
2023-08-15~ing~PLN~-322.26
2023-08-15~santander_private_debit~PLN~-418.09000000000003
2023-08-16~ing~PLN~-1369.0
2023-08-16~mbank~PLN~-4087.8
2023-08-16~mbank~USD~1000.0
2023-08-16~santander_corporate_credit~PLN~-8901.0
2023-08-16~santander_corporate_debit~PLN~2488.5
2023-08-16~santander_private_debit~PLN~-124.49
2023-08-17~ing~PLN~-442.05
2023-08-17~mbank~CHF~-5294.4
2023-08-17~mbank~PLN~-300.0
2023-08-17~mbank~USD~6000.0
2023-08-17~santander_private_credit~PLN~15.0
2023-08-17~santander_private_debit~PLN~-203.87
2023-08-18~ing~PLN~-456.04
2023-08-18~santander_private_debit~PLN~-86.28
2023-08-19~ing~PLN~-219.91
2023-08-19~santander_private_debit~PLN~-1188.81
2023-08-20~ing~PLN~-427.46
2023-08-20~santander_private_debit~PLN~-320.17
2023-08-21~ing~PLN~-449.83
2023-08-21~santander_corporate_credit~PLN~10008.36
2023-08-21~santander_corporate_debit~PLN~43514.62
2023-08-21~santander_private_debit~PLN~-518.6
2023-08-22~ing~PLN~-378.98
2023-08-22~santander_private_debit~PLN~-365.31
2023-08-23~ing~PLN~-469.71
2023-08-23~mbank~PLN~-2000.0
2023-08-23~santander_private_debit~PLN~-57.9
2023-08-24~ing~PLN~2000.0
2023-08-24~santander_corporate_debit~PLN~-61.5
2023-08-24~santander_private_debit~PLN~-29.89
2023-08-25~ing~PLN~9874.67
2023-08-25~santander_corporate_debit~PLN~-5000.0
2023-08-25~santander_private_debit~PLN~4697.55
2023-08-26~ing~PLN~-277.97
2023-08-26~santander_private_debit~PLN~-1208.76
2023-08-27~ing~PLN~-144.06
2023-08-27~santander_private_debit~PLN~-26.99
2023-08-28~ing~PLN~-1328.0
2023-08-28~santander_corporate_debit~PLN~-5114.31
2023-08-28~santander_private_debit~PLN~2753.72
2023-08-29~ing~PLN~-33.0
2023-08-29~santander_private_debit~PLN~-2356.61
2023-08-30~ing~PLN~-275.34
2023-08-30~mbank~EUR~-1000.0
2023-08-30~santander_private_debit~PLN~-123.44
2023-08-31~ing~PLN~-32.5
2023-08-31~mbank~PLN~-410.36
2023-08-31~mbank~USD~-17050.34
2023-08-31~santander_private_debit~PLN~-52.87
2023-09-01~ing~PLN~-869.89
2023-09-01~mbank~EUR~-1000.0
2023-09-01~mbank~PLN~-1152.3300000000002
2023-09-01~santander_private_debit~PLN~-536.63
2023-09-02~ing~PLN~-716.53
2023-09-02~santander_private_debit~PLN~-316.44
